case,quarter,R.mth,age,country,1st time visitor,nbr visit past 3 yrs,mode of arrival,carrier,purpose of visit,purpose of visit_Grp,pov6a,Mono-SIN,Last Port,Next Port,length of stay,Travel Type,gender,marital status,companion_1,companion_2,companion_3,companion_4,companion_5,companion_6,accomodation ($),shop ($),fnb ($),transport ($),medical ($),others ($),Total
"5,098",2,4,65 yrs & above,Indonesia,No,12,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,31.00,FIT,Female,married,Alone,,,,,,0.00,338.44,16.53,8.81,0.00,0.00,363.78
"5,099",2,4,40-44 yrs,Indonesia,No,8,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,21.00,FIT,Female,married,Alone,,,,,,0.00,338.44,34.16,17.08,0.00,0.00,389.67
"5,101",2,4,50-54 yrs,Indonesia,No,18,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Male,married,Alone,,,,,,0.00,238.44,136.62,68.31,0.00,0.00,443.37
"5,109",2,4,30-34 yrs,Indonesia,No,20,Air,Singapore Airlines Limited (SIA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,single,Alone,,,,,,0.00,138.44,85.39,17.08,0.00,0.00,240.90
"5,110",2,4,20-24 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,222.01,238.44,85.39,64.04,0.00,0.00,609.88
"5,111",2,4,30-34 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,136.62,205.10,45.54,37.95,0.00,0.00,425.22
"5,164",2,4,20-24 yrs,Indonesia,No,6,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,8.00,FIT,Female,single,Alone,,,,,,0.00,238.44,0.00,0.00,0.00,0.00,238.44
"5,165",2,4,35-39 yrs,Indonesia,No,36,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,198.44,22.52,67.56,0.00,0.00,288.51
"5,166",2,4,45-49 yrs,Indonesia,No,10,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,138.44,75.06,7.51,0.00,0.00,221.01
"5,167",2,4,60-64 yrs,Indonesia,No,30,Sea,,Visiting an international student studying in Singapore,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Male,married,Other relatives,,,,,,0.00,138.44,450.39,60.05,0.00,0.00,648.88
"5,168",2,4,40-44 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,153.44,10.51,10.51,0.00,0.00,174.45
"5,170",2,4,35-39 yrs,Indonesia,No,4,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,158.34,30.03,7.51,0.00,0.00,195.87
"5,171",2,4,45-49 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,0.00,138.44,30.03,30.03,0.00,0.00,198.49
"5,172",2,4,35-39 yrs,Indonesia,No,24,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,218.44,21.02,30.03,0.00,0.00,269.48
"5,173",2,4,20-24 yrs,Indonesia,No,2,Sea,,Sightseeing/ Attractions,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,single,Partner/ Boyfriend/ Girlfriend,,,,,,112.60,238.44,45.04,30.03,0.00,0.00,426.10
"5,174",2,4,15-19 yrs,Indonesia,No,72,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,1.00,FIT,Male,single,Parents/ Parents-in-law,Siblings,,,,,90.08,148.44,90.08,60.05,100.00,0.00,488.64
"5,175",2,4,40-44 yrs,Indonesia,No,5,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,165.44,30.03,7.51,0.00,0.00,202.97
"5,176",2,4,60-64 yrs,Indonesia,No,10,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,163.64,13.81,0.00,0.00,0.00,177.45
"5,177",2,4,50-54 yrs,Indonesia,Yes,,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Spouse,,,,,,0.00,143.44,17.08,17.08,0.00,0.00,177.59
"5,178",2,4,45-49 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Children aged 13-19 yrs,,,,,,0.00,138.44,7.51,12.76,0.00,0.00,158.70
"5,180",2,4,20-24 yrs,Indonesia,Yes,,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,single,Alone,,,,,,0.00,138.44,0.00,24.02,0.00,0.00,162.46
"5,185",2,4,20-24 yrs,Indonesia,No,2,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Female,married,Spouse,,,,,,0.00,138.44,0.00,3.42,0.00,0.00,141.85
"5,189",2,4,45-49 yrs,Indonesia,No,2,Land,,To shop/attend shopping events in Singapore,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Female,married,Alone,,,,,,0.00,140.54,6.83,13.66,0.00,0.00,161.03
"5,190",2,4,45-49 yrs,Indonesia,No,50,Air,Freedom Air,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,53.00,FIT,Female,married,Spouse,,,,,,0.00,188.44,6.44,3.22,0.00,0.00,198.10
"5,240",2,4,60-64 yrs,Indonesia,No,16,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Female,married,Alone,,,,,,0.00,338.44,113.85,0.00,0.00,0.00,452.29
"5,241",2,4,45-49 yrs,Indonesia,No,8,Air,AirAsia Berhad (AXM),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,,,,,,529.41,"1,738.44",256.17,170.78,"1,700.00",0.00,"4,394.79"
"5,242",2,4,35-39 yrs,Indonesia,No,10,Air,AirAsia Berhad (AXM),Stopover,Leisure,Leisure,Multi-Destination,Yes,No,1.00,FIT,Female,married,Alone,,,,,,0.00,138.44,102.47,34.16,0.00,0.00,275.06
"5,243",2,4,25-29 yrs,Indonesia,No,4,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,14.00,FIT,Female,married,Spouse,,,,,,0.00,"1,238.44",170.78,24.40,0.00,0.00,"1,433.61"
"5,278",2,4,25-29 yrs,Indonesia,No,3,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,28.00,FIT,Male,married,Alone,,,,,,0.00,138.44,1.07,2.14,0.00,0.00,141.65
"5,279",2,4,40-44 yrs,Indonesia,No,2,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,2.00,FIT,Female,married,Children aged 8-12 yrs,,,,,,256.17,188.44,85.39,25.62,0.00,0.00,555.61
"5,283",2,4,50-54 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,5.00,FIT,Female,married,Spouse,,,,,,288.38,338.44,102.47,20.49,400.00,0.00,"1,149.78"
"5,284",2,4,35-39 yrs,Indonesia,No,5,Air,AirAsia Berhad (AXM),Accompanying a Healthcare/medical visitor for In-patient treatment,Leisure,Accompanying Pax,Mono-SIN,No,No,17.00,FIT,Female,married,Spouse,,,,,,346.68,288.44,8.04,3.21,"30,000.00",0.00,"30,646.37"
"5,291",2,4,35-39 yrs,Indonesia,No,100,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Multi-Destination,No,Yes,1.00,FIT,Male,married,Alone,,,,,,0.00,138.44,68.31,170.78,0.00,0.00,377.53
"5,293",2,4,30-34 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,3.00,FIT,Male,married,Friends,,,,,,296.02,138.44,102.47,11.39,0.00,0.00,548.30
"5,294",2,4,35-39 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,0.00,138.44,170.78,341.56,0.00,0.00,650.77
"5,308",2,4,20-24 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,single,Alone,,,,,,0.00,138.44,45.04,30.03,0.00,0.00,213.50
"5,314",2,4,30-34 yrs,Indonesia,No,18,Sea,,Stopover,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,,,,0.00,138.44,90.08,30.03,0.00,0.00,258.54
"5,319",2,4,50-54 yrs,Indonesia,No,60,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,145.44,9.01,12.01,0.00,0.00,166.45
"5,330",2,4,50-54 yrs,Indonesia,No,25,Air,Singapore Airlines Limited (SIA),Stopover,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Alone,,,,,,717.93,503.19,0.00,0.00,0.00,0.00,"1,221.12"
"5,374",2,4,50-54 yrs,Indonesia,No,3,Air,Singapore Airlines Limited (SIA),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,2.00,FIT,Male,married,Spouse,,,,,,512.33,288.44,136.62,42.69,"3,000.00",0.00,"3,980.09"
"5,376",2,4,25-29 yrs,Indonesia,No,1,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,single,Alone,,,,,,816.91,288.44,170.78,0.00,0.00,0.00,"1,276.12"
"5,395",2,4,45-49 yrs,Indonesia,No,6,Air,Garuda Indonesia (GIA),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,0.00,138.44,34.16,20.49,0.00,0.00,193.08
"5,396",2,4,60-64 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,2.00,FIT,Male,married,Spouse,,,,,,384.25,308.44,170.78,85.39,0.00,0.00,948.85
"5,397",2,4,60-64 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,F&E,Male,married,Spouse,,,,,,179.20,195.10,170.78,68.31,0.00,0.00,613.39
"5,403",2,4,25-29 yrs,Indonesia,No,36,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,2.00,FIT,Male,married,Alone,,,,,,0.00,138.44,6.01,3.60,0.00,0.00,148.04
"5,414",2,4,20-24 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Spouse,,,,,,119.54,188.44,85.39,17.08,0.00,0.00,410.45
"5,445",2,4,25-29 yrs,Indonesia,No,2,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Female,married,Children aged 0-7 yrs,Parents/ Parents-in-law,,,,,0.00,155.10,10.01,10.01,120.00,0.00,295.12
"5,446",2,4,45-49 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,30.00,FIT,Female,married,Alone,,,,,,0.00,138.44,15.01,0.00,0.00,0.00,153.45
"5,447",2,4,15-19 yrs,Indonesia,No,30,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,188.44,75.06,18.77,0.00,0.00,282.27
"5,448",2,4,35-39 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,married,Spouse,Children aged 0-7 yrs,,,,,0.00,146.77,33.36,16.68,0.00,0.00,196.81
"5,449",2,4,65 yrs & above,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Male,married,Alone,,,,,,0.00,258.44,37.53,26.27,0.00,0.00,322.24
"5,458",2,4,30-34 yrs,Indonesia,No,3,Sea,,Stopover,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Alone,,,,,,0.00,"2,238.44",22.52,9.01,0.00,0.00,"2,269.96"
"5,464",2,4,40-44 yrs,Indonesia,No,5,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Multi-Destination,Yes,No,1.00,FIT,Male,married,Alone,,,,,,"1,167.04",238.44,683.11,102.47,0.00,0.00,"2,191.05"
"5,465",2,4,30-34 yrs,Indonesia,No,4,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,438.44,51.23,85.39,0.00,0.00,575.06
"5,484",2,4,35-39 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,722.51,588.44,136.62,102.47,0.00,0.00,"1,550.04"
"5,516",2,4,20-24 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,21.00,FIT,Male,single,Alone,,,,,,0.00,338.44,0.00,7.15,0.00,0.00,345.58
"5,518",2,4,40-44 yrs,Indonesia,No,10,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,,,,,0.00,438.44,85.39,42.69,0.00,0.00,566.52
"5,525",2,4,25-29 yrs,Indonesia,No,1,Air,Garuda Indonesia (GIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,138.44,47.82,0.00,0.00,0.00,186.25
"5,526",2,4,45-49 yrs,Indonesia,No,3,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,619.70,938.44,341.56,20.49,0.00,0.00,"1,920.19"
"5,527",2,4,40-44 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,240.21,138.44,273.24,239.09,0.00,0.00,890.98
"5,529",2,4,25-29 yrs,Indonesia,No,3,Air,Jetstar Asia Airways (JSA),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,4.00,FIT,Female,single,Alone,,,,,,0.00,138.44,170.78,34.16,0.00,0.00,343.37
"5,582",2,4,30-34 yrs,Indonesia,No,9,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,single,Friends,,,,,,170.78,"1,138.44",78.56,45.54,0.00,0.00,"1,433.31"
"5,591",2,4,25-29 yrs,Indonesia,No,4,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,538.44,119.54,68.31,0.00,0.00,726.29
"5,592",2,4,50-54 yrs,Indonesia,No,30,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,0.00,"1,537.14",0.00,0.00,0.00,0.00,"1,537.14"
"5,616",2,4,35-39 yrs,Indonesia,No,3,Air,Singapore Airlines Limited (SIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Female,married,Business associates/ Colleagues,,,,,,585.98,288.44,170.78,51.23,0.00,0.00,"1,096.42"
"5,619",2,4,20-24 yrs,Indonesia,No,5,Air,SilkAir (Singapore) Pte Limited (SLK),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,single,Alone,,,,,,0.00,338.44,113.85,113.85,0.00,0.00,566.14
"5,631",2,4,25-29 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Friends,,,,,,91.08,381.77,34.16,11.39,0.00,0.00,518.39
"5,638",2,4,40-44 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,6.00,FIT,Male,married,Business associates/ Colleagues,,,,,,187.86,848.44,113.85,11.39,0.00,0.00,"1,161.53"
"5,665",2,4,50-54 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,839.51,198.44,170.78,68.31,0.00,0.00,"1,277.04"
"5,680",2,4,45-49 yrs,Indonesia,No,3,Air,Valuair (VLU),To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Alone,,,,,,461.10,"1,528.44",136.62,102.47,0.00,0.00,"2,228.63"
"5,685",2,4,35-39 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,916.69,168.44,204.93,119.54,0.00,0.00,"1,409.60"
"5,695",2,4,25-29 yrs,Indonesia,No,9,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,single,Alone,,,,,,0.00,438.44,341.56,159.39,0.00,0.00,939.38
"5,699",2,4,40-44 yrs,Indonesia,No,5,Sea,,Stopover,Leisure,Leisure,Multi-Destination,Yes,No,2.00,FIT,Male,single,Alone,,,,,,390.34,558.44,450.39,60.05,0.00,0.00,"1,459.21"
"5,701",2,4,30-34 yrs,Indonesia,No,7,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,5.00,FIT,Female,single,Friends,,,,,,0.00,358.44,102.47,40.99,0.00,0.00,501.89
"5,702",2,4,35-39 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,single,Friends,,,,,,0.00,338.44,85.39,17.08,0.00,0.00,440.90
"5,703",2,4,20-24 yrs,Indonesia,No,4,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,single,Friends,,,,,,341.56,348.44,113.85,68.31,0.00,0.00,872.16
"5,704",2,4,30-34 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Male,single,Other relatives,,,,,,68.31,668.44,170.78,34.16,0.00,0.00,941.68
"5,709",2,4,45-49 yrs,Indonesia,No,0,Air,SilkAir (Singapore) Pte Limited (SLK),General business purpose,Business,Business,Mono-SIN,No,No,4.00,FIT,Male,divorced,Alone,,,,,,337.69,138.44,0.00,10.25,0.00,0.00,486.37
"5,714",2,4,30-34 yrs,Indonesia,No,10,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Female,single,Partner/ Boyfriend/ Girlfriend,,,,,,0.00,338.44,75.06,15.01,0.00,0.00,428.51
"5,716",2,4,25-29 yrs,Indonesia,No,2,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,2.00,FIT,Female,married,Children aged 0-7 yrs,,,,,,0.00,138.44,0.00,25.62,0.00,0.00,164.05
"5,718",2,4,25-29 yrs,Indonesia,No,2,Air,Malaysia Airlines (MAS),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,single,Friends,,,,,,0.00,138.44,0.00,68.31,0.00,0.00,206.75
"5,721",2,4,45-49 yrs,Indonesia,No,5,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,2.00,FIT,Male,married,Alone,,,,,,239.09,388.44,102.47,17.08,0.00,0.00,747.07
"5,726",2,4,30-34 yrs,Indonesia,No,2,Air,Freedom Air,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,married,Spouse,,,,,,0.00,388.44,102.47,17.08,0.00,0.00,507.98
"5,769",2,4,65 yrs & above,Indonesia,No,2,Air,SilkAir (Singapore) Pte Limited (SLK),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,7.00,FIT,Male,married,Friends,,,,,,546.49,238.44,341.56,146.38,"1,500.00",0.00,"2,772.86"
"5,770",2,4,60-64 yrs,Indonesia,No,2,Air,SilkAir (Singapore) Pte Limited (SLK),Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,5.00,FIT,Male,married,Spouse,,,,,,0.00,338.44,204.93,68.31,"1,700.00",0.00,"2,311.68"
"5,787",2,4,25-29 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,single,Business associates/ Colleagues,,,,,,"1,121.29",188.44,102.47,68.31,0.00,0.00,"1,480.50"
"5,788",2,4,35-39 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,3.00,FIT,Female,married,Parents/ Parents-in-law,,,,,,61.48,488.44,68.31,11.39,0.00,0.00,629.61
"5,853",2,4,45-49 yrs,Indonesia,No,18,Air,Batavia Air (BTV),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Other relatives,,,,,,0.00,188.44,0.00,0.00,0.00,1.84,190.28
"5,862",2,4,50-54 yrs,Indonesia,No,2,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,8.00,FIT,Male,married,Spouse,,,,,,295.92,368.44,89.18,12.81,0.00,0.00,766.35
"5,863",2,4,35-39 yrs,Indonesia,Yes,,Air,Garuda Indonesia (GIA),Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,7.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,Parents/ Parents-in-law,,,,85.39,438.44,85.39,18.30,"3,000.00",0.00,"3,627.51"
"5,872",2,4,35-39 yrs,Indonesia,No,0,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Male,single,Friends,,,,,,450.39,138.44,0.00,45.04,0.00,0.00,633.86
"5,873",2,4,40-44 yrs,Indonesia,No,60,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Friends,,,,,,0.00,163.44,37.53,7.51,0.00,0.00,208.47
"5,874",2,4,30-34 yrs,Indonesia,No,10,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,188.44,30.03,37.53,0.00,0.00,255.99
"5,875",2,4,50-54 yrs,Indonesia,No,5,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Friends,,,,,,0.00,198.44,15.01,22.52,0.00,0.00,235.97
"5,876",2,4,50-54 yrs,Indonesia,No,20,Air,Singapore Airlines Limited (SIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,1.00,FIT,Male,married,Alone,,,,,,0.00,138.44,47.82,187.86,0.00,0.00,374.11
"5,877",2,4,35-39 yrs,Indonesia,No,10,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,193.44,30.03,22.52,0.00,0.00,245.98
"5,878",2,4,40-44 yrs,Indonesia,No,70,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,Siblings,,,,300.26,513.44,112.60,37.53,0.00,0.00,963.82
"5,879",2,4,45-49 yrs,Indonesia,No,30,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,3.00,FIT,Female,married,Alone,,,,,,0.00,258.44,100.09,120.10,230.00,0.00,708.63
"5,880",2,4,25-29 yrs,Indonesia,No,35,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,2.00,FIT,Female,married,Spouse,,,,,,0.00,138.44,37.53,37.53,0.00,0.00,213.50
"5,881",2,4,30-34 yrs,Indonesia,No,5,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Alone,,,,,,0.00,194.44,150.13,45.04,0.00,0.00,389.60
"5,882",2,4,30-34 yrs,Indonesia,Yes,,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,18.00,FIT,Female,married,Children aged 0-7 yrs,Parents/ Parents-in-law,,,,,0.00,138.44,8.34,3.34,0.00,0.00,150.11
"5,883",2,4,40-44 yrs,Indonesia,No,10,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,,,,,,97.58,138.44,75.06,45.04,"1,600.00",0.00,"1,956.12"
"5,884",2,4,50-54 yrs,Indonesia,No,50,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,,,,,,0.00,"1,538.44",150.13,75.06,0.00,0.00,"1,763.63"
"5,894",2,4,20-24 yrs,Indonesia,No,10,Air,Garuda Indonesia (GIA),General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,638.44,102.47,85.39,0.00,0.00,826.29
"5,895",2,4,25-29 yrs,Indonesia,No,0,Sea,,Stopover,Leisure,Leisure,Multi-Destination,Yes,No,1.00,FIT,Male,married,Spouse,,,,,,162.14,168.44,60.05,60.05,0.00,0.00,450.68
"5,897",2,4,40-44 yrs,Indonesia,No,16,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Alone,,,,,,717.27,538.44,170.78,0.00,0.00,0.00,"1,426.48"
"5,898",2,4,60-64 yrs,Indonesia,No,15,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,2.00,FIT,Male,married,Friends,,,,,,337.69,588.44,"1,024.67",256.17,0.00,0.00,"2,206.96"
"5,920",2,4,65 yrs & above,Indonesia,No,4,Air,Valuair (VLU),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Male,married,Spouse,,,,,,0.00,258.44,4.88,7.32,0.00,0.00,270.63
